word,bo,sk,sva,pl,la,ar,tg,ml,krl,fa,hi,en,za,is,uk,ps,sa,id,ta,tcy,ca,da,vi,af,yea,ms,ko,kru,lt,ja,ug,gv,gon,nn,de,nl,lb,az,te,ku,ro,pt,gdb,km,bg,vro,tl,br,et,hu,oc,hy,se,mt,kxv,vep,kfe,gl,ba,sv,bfq,xmf,ur,kfa,kff,kfb,mn,th,lo,my,pci,lv,it,fi,brh,fo,bn,be,ru,mk,cs,he,fr,liv,cy,ga,sq,gd,xub,ka,tr,ny,zu,sl,kn,es,el,vot,yi,fy,tcx,lzz,mjt,as
tooth,*so,ˈzup,ʃdikʰ,zɔmp,dens,san.na,dændɔːn,pallə,ˈhɑmːɑs,dændɒːn,d̪ɑ̃ːt̪,tuːθ,heːu˥,tʰœnː,,ɣɑʂ,d̪ɐ́n̪.t̪ɐ,ɡi.ɡi,pallə,ku:li,ˈdent,tan,zaŋ˧˧,,pallu,ɡiɡi,i,pall,,ha̠,t͡ʃiʃ,,pal,tɑnː,t͡saːn,tɑnt,,diʃ,pannu,,ˈdinte,ˈdẽ.tɨ,pa:lkill,d̥ʰmeñ,zɤp,ˈhɑmːɑsː,,,ˈhɑmːɑs,ˈfoɡ,,ɑˈtɑm,,ˈsɪnːɐ,palu,ˈhɑmbɑz,pal,,tɪ̞ʃ,ˈtand,hallə,kʼibiri,d̪ãt̪,pallə,palk,palku,ʃud,fan˧,kʰɛːw˨˩,θwá,pel,zùops,ˈdɛnte,ˈhɑmːɑs,danda:n,tʰɔnː,d̪ɑt̪,,zup,,zup,,dɑ̃,ˈɑːmbɑz,dant,ˈfʲiəkəlʲ,,,pallə,kʼbili,diʃ,ˈd͡zí.no,îːzîːɲo,ˈzóːp,hallu,ˈdjente,ˈðɔndi,ˈɑmːɑz,tsɔn,,paɾse,kʼibiri,pa:ldu,dãt
drink,*ⁿtʰuŋ,ˈpic,litʰrɛ,pʲit͡ɕ,ˈbi.boː,ʃa.ri.ba,nɵʃidæn,kuṭi,ˈjuːvːɑ,nuːʃiːˈdæn,piːn̪ɑː,dɹɪŋk,,ˈtrɛhka,,,pí.bɐ.t̪i,,kuɖi,paɾijaɾa,ˈbəw.ɾə,drekə,ʔuəŋ˧˦,,kuɖipə,minom,ma̠ɕʰida̠,onna,ˈɡʲɛrʲ.tʲɪ,no̞mɯ̟ᵝ,,,un,,ˈtʁɪŋkən,ˈdrɪŋkə(n),ˈdʀeŋken,itʃmæc,ta:gu,ˈvɛxwɑːɾɯn,be̯a,be.ˈbeɾ,un,pʰẏk,ˈpijə,ˈjuːmɑ,,ˈe.vɑ̃,ˈjoːmɑ,ˈisik,ˈbewre,χəˈmɛl,ˈjuhkah(t),ˈʃɔrɔp,,ˈjodɑ,unatukə,,,drɪkːa,kuɖapə,ʃumä,,kuɖipa,unnu,aniɾusa:t,,dɯːm˨˩,dɯːm˦˦,θaʊʔ,un,dzɛɾ̂t,ˈbe.re,ˈjuodɑ,kuning,ˈtɾɛʰkːa,,,pʲitʲ,ˈpi.ɛ,piːt,ʃaˈta,bwaʁ,ˈjuːod̪ɨ,ˈəvɛd,oːl̪ˠ,pi,ɔːɫ̪,kuɖi,smä,it͡ʃˈmɛ́c,,,ˈpiːti,kuḍi,beˈβeɾ,ˈpi.no,ˈʝuvːɑ,,ˈdrɪŋkə,uʈʈudi,ɔʃu,ho:na:,
sit,,,lisgwrɛ,ˈɕɛ.d͡ʑɛt͡ɕ,ˈse.de.oː,d͡ʒa.la.sa,,iɾikkuga,ˈistuo,neʃæsˈt̪ʰæn,bɛʈʰnaː,sɪt,,ˈsɪːtja,seˈdʲite,,,,ukka:ɾə,kullaɾa,ˈsɛw.ɾə,seðə,ŋoj˨˩,,iɾaiku,dudoʔ,a̠nt͈a̠,okʰna,sʲeːˈdʲeːtʲɪ,sɨᵝɰᵝa̠ɾɯ̟ᵝ,,,udda,,ˈzɪtsn̩,ˈzɪtə(n),,oturˈmɑχ,ku:ɾtʃo,,,iʃ.ˈtaɾ,undu,ʾṅ̥guy,sɛˈdʲɤ,ˈisːtːmɑ,ʔu.mu.ˈpoʔ,,ˈistumɑ,ˈyl,,nəsˈtɛl,,ʔaˁːt,,ˈiʃtːɑ,bʰulo:gam,,,,kuɭəʋə,dɔχunä,,aɭe,kudda:,udə,sʊːx,naŋ˥˩,naŋ˧˧,tʰàɪɴ,tūk,,seˈdere,ˈistuɑ,tu:ling,,ˈbɔʃa,,sʲɪˈdʲetʲ,,ˈsɛɟɛt,jaˈʃav,,ˈist̪ɨ,ˈei̯sdɛð,sˠɪɟ,ulɛm,,ku:ɾsu,dʒdɔmä,,,,ˈsɛdèːti,kuɭitiko,senˈtaɾ,ˈkaθome,ˈisːuɑ,,,eɾakkaɾ,dɔχunu,hokpo,bɔɦ
rub,,,liχdʒənɛ,tʂɛt͡ɕ,ˈfri.koː,,,,ˈhieruo,mɒːliːˈd̪æn,rəɡəɽna,ɹʌb,,,ˈtɛrte,,,,,,fɾəˈɡa,,tʰwaː˧˧,,,,pibida̠,,,,,,,,ˈʀaɪ̯bnˌ,ˈvrɛi̯və(n),ˈʀɑɪvən,,,,freˈka,ˌes.fɾe.ˈɡa(ɻ),,,,ˈhɤːrtmɑ,,,ˈhɤːrumɑ,ˈdørʒøl,,,,ˈɔˁːrɔk,,ˈhostæ,,,,,,tʃirkʰɔli,,,,,,kʰat̚˨˩,,pʊʔ,,,strofiˈnare,ˈhieroɑ,,,,,tʲɪˈrʲetʲ,,tr̝̊iːt,,fʁɔ.te,ˈɨːrɨ,,ˈkɪmʲɪlʲ,fəɾˈkɔj,,,χäχuni,,,,,,,triˈvo,ˈɤːrtɑː,,,,ɔkʰurtʃɔlu,,ɡʱɔɦa
tie,,,libɛm,ˈvʲɔ̃.zat͡ɕ,ˈli.ɡoː,,,,ˈsituo,,,taɪ,,,,,,,,,,benə,kot̚˧˨ʔ,,,,muk̚t͈a̠,,ˈrʲɪʃʲtʲɪ,,,,,,ˈbɪndn̩,ˈknoːpə(n),,,,,,ɐˈtaɾ,,cṅ,,ˈkːøytːmæ,,,ˈsidumɑ,ˈkøt,,kɑˈpɛl,,,,ˈsidodɑ,,,,,,dɔkʼiruä,,,,,,joːŋ˧,,t͡ɕʰì/,,,leˈɡare,ˈsitoɑ,,,,,ˈsvʲazɨvətʲ,,ˈpr̝̊ɪvaːzat,,lje,ˈsid̪ːɨ,,,,,,däbmä,ˈbɑːɫamac,,,,,aˈtaɾ,,ˈsiotːɑː,,,,mɛkʼiru,,bɔn.dʱa
leaf,*lo.ma,ˈlist,bälɛ,lʲiɕt͡ɕ,ˈfo.li.um,wa.ra.qa,,ila,ˈlehti,bæɾɡ,,liːf,,løyːv,,pɑˈɳa,,,ele,iɾa,ˈfu.ʎə,blad,laː˧˦,blɑːr,ele,daon,ip̚,atkʰa,,pa,,ˈd̪olʲaɡ,a:ki,,blat,blɑt,,jɑrˈpɑχ,a:ku,,ˈfrun.zə,ˈfo.ʎɐ,ʈunɖe,s̥lẏk,,ˈlehtː,ˈda.hon,ˈde.ljɛ̃n,ˈleht,ˈlɛveːl,ˈfɥɛʎo,tɛˈɾɛv,ˈlasːta,ˈwɛrʔɐ,patɾa,ˈlehtez,e:lu,ˈfo.ʎɐ,jɑpˈrɑq,,elə,pʰurtsɛli,pətːiː,elakaɳɖa,a:ki:,a:k,,baj˧,baɯ˩˨,ʔəjwɛʔ,ev,,ˈfɔʎʎa,ˈlehti,pann,blɛaː,,lʲist,lʲist,,ˈlɪst,(ʔ)aˈla,fœj,ˈle̞ːd̪j,ˈdei̯lɛn,ˈdʲɪloːɡ,,,jali,pʰɔtʰɔli,jɑpˈɾɑk,ˈt͡sa.ᵐba,íːkʰaːsi,ˈlíːst,jele,ˈoxa,ˈfilo̞,ˈlehto,blat,,eɾs,pʰävri,ha:tʰa,
hand,,ˈruka,ʃi,ˈrɛŋ.ka,ˈma.nus,jad,,kaj,ˈkæsi,dæst,ɦaːt̪ʰ,hænd,mɯ˧˩,hœnt,rʊˈkɑ,lɑs,ɦɐ́s̪.t̪ɐ,taŋan,kaj,kai,ˈma,hɔnˀ,taj˧˧,,kaj,taŋan,sʰo̞n,kʰekkʰa,ɾɐŋˈkɐ,,,,kaj,hɑnd,hant,ɦɑnt,hant,,tʃejji,,ˈmɨ.nə,ˈmɐ̃w̃,ki:,ṭai,rəˈka,ˈkːæsːi,,ˈdɔʁn,ˈkæsi,ˈkeːz,ma,d͡zɛrkʰ,,,keju,ˈkæzi,kaij,,quɫ,hand,kaj,χɛ,ɦat̪ʰ,kaj,kaj,keju,ɢar,mɯː˧,mɯː˦˥,lɛʔ,key,ɾùoka,ˈmaːno,ˈkæsi,ɖu:,hɔnt,ɦat̪,,rʊˈka,,ˈruka,jad,mɛ̃,ˈpiv,ɬaːu̯,l̪ˠɑːvˠ,dɔɹ,ɫ̪ãːv,ki:ja,χɛli,el,ˈd͡za.ⁿd͡ʒa,isáːnɮa,rɔ̀ːka,kaj,ˈmano,ˈçeɾi,ˈtʃæsi,hant,,koi,χɛ,ʈeʈu,
knee,,ˈkɔlɛnɔ,kʰutʰul,kɔˈla.nɔ,ˈɡe.nuː,ruk.ba,zɔːnu,muḻaṅkāl,ˈpolvi,zɒːˈnuː,ɡʱʊʈ.nɑː,niː,,n̥jɛː,,,d͡ʑɑ́ː.n̪u,,muḻaṅkāl,meɳaka:ləganʈu,ʒəˈnoʎ,,ʔɗəw˨˩ ɣoj˧˦,,mu:leka:lə,lutot,muɾɯp̚,muka,ˈkʲæ̌ːlʲɪs,çiza̠,tiz,ɡlʲuːnʲ,tongɾa,,kniː,kni,knɜɪ̯,,mo:ka:lu,,dʒeˈnunkʲ,ʒu.ˈe.ʎu,ʋangul,jṅ̥gṅ´,koˈlʲano,ˈpːɤlv,,ˈɡliːn,ˈpɤlʋ,ˈteːrd,(d)ʒeˈnul,t͡suŋk,,,mendaja,ˈkomb,mo:ga:l,ʃeˈonʎo̝,tuˈβɯ̞q,,muʈʈi,birguli,,maɳɖi,mo:ka:l,muɖsu,owtəɡ,kʰaw˨˩,,dú,tūk,tsɛlis,dʒiˈnɔkkjo,ˈpolʋi,go:ɖ,knɛaː,ˈɦaʈu,kaˈlʲena,kɐˈlʲenə,,ˈkolɛno,,ʒə.nu,ˈpuːolɑ,,ɡl̪ˠuːnʲ,,,mannga:lə,muχli,,ˈɓó.ⁿdo,íːdoːlo,kɔˈlèːnɔ,muṇakālo,roˈdiʎa,ˈɣɔnatɔ,ˈpɤlvi,knɪ,,muʈʈi,burgili,mu:ka,atʰu
new,*ksar.pa,ˈnɔviː,mäχɛ,ˈnɔ.vɨ,ˈno.wus,d͡ʒa.diːd,,pudija,ˈuːsi,,nə.jɑː,njuː,mo˧˥,niːr,,ˈnəwai,n̪ɐ.ʋɐ,,pudusə,posatta,ˈnɔw,nyː,məːj˧˦,,pudijai,baru,sʰe̞ɾo̞p̚t͈a̠,pu:na,,arataɕiki,,,puna,,nɔʏ̯,niu̯,nɑɪ̯,jeˈni,kotta,ˈnuː,now,ˈno.vu,nia,t̥ʰmī,nɔf,ˈvɑhtːsːɤnɤ,,ˈne.ve,ˈuːs,ˈuːj,,nɔɾ,ˈoðas,dʒdiːt,puni,ˈuzʲ,pudijadə,ˈnɔ.βʊ,jɑ.ˈŋɯ̞,ny,ostə,äχäli,n̪əjaː,pudija,kottad,kota,ʃin,maj˨˩,mai˧˧,θɪʔ,pun,jaûns,ˈnwɔ.vo,ˈuːsi,pu:skun,nʊt͡ʃːʊɹ,nɔt̪un,,ˈnovɨj,,ˈnoviː,χaˈdaʃ,nu.vo,ˈuːʒ,ˈnɛu̯ɨ̞ð,n̪ˠuə,ɾi,uːɾ,pəjjmən,äχäli,,,,ˈnɔ́w,hosadu,ˈnwebo,ˈne̞o̞s,ˈuːsi,,nɛi̯,pudu:n,äʁäni,pu:na,
ear,*rna.ba,ˈu.xɔ,ʃdim,ˈu.xɔ,ˈau̯.ris,ʔu.ðun,ɡɵʃ,tʃeʋi,ˈkorvɑ,ɡoːʃ,kɑːn,ɪə̯,ɣɯ˧˩,ˈeira,ˈwuxɔ,ɣwaɡ,,,ka:də,kebi,oˈɾə.ʎə,øːrə,taːj˧˧,ʊər,kemi,təliŋə,kɥi,kʰebda,ɐʊˈsʲɪs,mʲimʲi,,kleːʃ,keʋu,,oːr,oːr,ˈəʊ̯ɐ,,tʃeʋi,,uˈre.ke,o(w).ˈvi.ðu,kekal,t̥rciak,uˈxɔ,ˈkːɤrv,,skwaʁn,ˈkɤrʋ,ˈfyl,awˈɾeʎo,ɑˈkɑnd͡ʒ,ˈpea̯ʎːʎiː,ˈwɪdnɐ,kiɾiju,ˈkorv,keʋə,,qʊ̞ˈɫɑq,øːra,kiʋi,ʔudʒi,,kemi,keʋ,keʋ,t͡ɕʰix,huː˩˩˦,,ná,kekol,àws,ɔˈrekkjo,ˈkorʋɑ,xaf,ˈɔira,,ˈvuxa,ˈuxə,ˈuvɔ,ˈuxo,,ɔ.ʁɛj,ˈkuːorɑ,klɨːst,klˠuəsˠ,,,kiʋija,qʼuri,ku.ˈɫɑk,ˈkʰu.tú,ínɮeːɓé,uˈxóː,kiʋi,oˈido,aˈfti,ˈkɤrvɑ,ˈɔɪ.əʁ,,kili,qʼudʒi,daɾti:,kan
heart,*zȵiŋ,sr̩tsɛ,gwi,ˈsɛr.t͡sɛ,kor,qalb,dil,hɾudajam,ˈsyvæin,del,d̪ɪl,hɑːt,θim˨˦,ˈçar̥ta,ˈsɛrt͡se,zɻə,ɦŕ̩.d̪ɐ.jɐ,d͡ʒan.tʊŋ,idajam,mannə,ˈkɔr,jɛrtə,tim˧˧,,nendʒi,d͡ʒantoŋ,,buka,ʃʲɪrʲˈdʲɪs,ɕĩnd͡zo̞ː,,kriː,guɳɖe,²jɑrtə,hɛʁts,ɦɑrt,,ɡælb,hɾudajamu,,ˈinimə,ko.ɾa.ˈsɐ̃w̃,dʒibe,peḥṭūṅ,sərˈt͡sɛ,ˈsːyæ,,ˈkalɔ̃n,ˈsydɑ,ˈsiːv,kɔr,siɾt,ˈvaːjːpmuː,ˈʔɐlp,,ˈsydæin,nendʒu,,jʏ̞.ˈræk,ˈjɛrˌta,,guri,,hrudaja,guɳɖeka:ja,gunɖe,,hua̯˩˩˦.t͡ɕaj˧,tɕai˩˨,n̥əlóʊɴ,tūk,sîɾts,ˈkwɔːre,ˈsydæn,ust,ˈjaɹ̥ʈa,,ˈsert͡sa,ˈsʲert͡sə,ˈsr̩t͡sɛ,ˈsr̩t͡sɛ,,kœʁ,ˈsid̪ɑːm,ˈkalɔn,kɾˠiː,ˈzɛməɾ,,jaddi,guli,jyˈɾɛc,mˈtí.ma,ínɬizíːjo,sərˈtséː,hrudaya,koɾaˈθon,karˈðʝa,ˈsyæ,,hɛt,manasə,guri,hugli:,dil
human,,,ämswäld,ˈlut͡s.kʲi,,ba.ʃa.rijj,,,ˈihmini,,,ˈ(h)juːmən,,,,,mɑː.n̪ɐ.ʋɐ́,,,,uˈma,,,,,,ˈsʰa̠ːɾa̠m,,,⟨pi1to2⟩,,,,,mɛnʃlɪç,,,,,,o.meˈnesk,u.ˈmɐ.nu,,,,ˈinemine,,,ˈinimene,ˈɛmbɛri,,mɑɾtʰkɑˈjin,,,,ˈristit,,,,²mɛnsklɪ(ɡ),,kʼɔtʃi,,,,,,,,,,,,ˈihminen,,,,,t͡ɕɪlɐˈvʲet͡ɕɪskʲɪj,,ˈlɪtskiː,,y.mɛ̃,ˈriʃt̪iːng,,,,,,ädämiäni,,,,tʃlɔˈʋèːʃki,,uˈma.no,,ˈinemin,,,,kʼɔtʃi,,ma.nuʱ
eye,*mik,ˈɔkɔ,tʰɛ,ˈɔ.kɔ,ˈo.ku.lus,ʕaj.ja.na,tʃaʃm,kaɳɳə,ˈsilmæ,tʃʰæʃm,ɑ̃ːkʰ,aɪ,ta˨˦,ˈøyːɣa,ˈɔkɔ,st̪ərˈɡa,,,kaɳɳə,kaɳɳu,ˈuʎ,øjə,mat̚˧˦,oəχ,kaɳɳə,matə,nun,kʰann,ɐˈkʲɪs,ma̠,køz,suːlʲ,kəɖə,²æʉɡə,ˈaʊ̯ɡə,oːx,a,,kannu,,okʲ,ˈo.ʎu,kaɳul,b̥ʰnaek,oˈkɔ,ˈsːilm,,ˈla.ɡat,ˈsilm,ˈsɛm,,ɑt͡ʃʰkʰ,ˈt͡ʃalːpmiː,aˁːjn,kanu,ˈsilʲm,kaɳɳə,ˈoʎʊ,kʏð,ˈøːˌɡa,kaɳɳə,tʰɔli,ɑ̃ŋkʰ,kaɳɳə,koɳɖ,kan,,taː˧,taː˩˨,mjɛʔsḭ,kan,ats,ˈɔk.kjo,ˈsilmæ,xan,ˈɛiːja,tʃokʰ,ˈvoka,ɡlas,ˈɔkɔ,ˈoko,ˈajin,œj,ˈsiːlmɑ,ˈɬəɡad,sˠuːlʲ,sɒj,s̪uːl,kaɳɳu,tʰväli,ɟøz,ˈɗí.so,îːsó,ɔˈkóː,kaɳɳə,ˈoxo,ˈmati,ˈsilmæ,,ɪə̯x,kaɳ,tʰɔli,a:ndu,sɔku
bad,,ˈzɫiː,χɔlä,zwɨ,ˈma.lus,saj.jiʔ,,,ˈhuono,bæd,,bæd,,ˈvɔntʏr,,bəd,,bu.ruʔ,,,doˈlent,dɔːli,səw˧˦,,,,na̠p͈ɯda̠,,ˈbloːɡɐs,ɰᵝa̠ɾɯ̟ᵝi,,,,,ʃlɛçt,slɛxt,,pis,,,rəw,ʁuˈĩ,,ʾāk̥rk´,,ˈhɑlv,,,ˈhɑlb,ˈrosː,,vɑt,,ħɐˈziːn,,ˈhond,,,nɑ.ˈsɑr,ˈdoː.lɪ(ɡ),,gläχä,,,,,mõː,leːw˧,,sʰó,,,kaˈtːiːvo,ˈpɑhɑ,,ˈɪtlʊɹ,kʰaɾap,ˈdrenːɨ,plɐˈxoj,,ˈʃpatniː,,mo.vɛ,ˈæbjɨvɑː,druːɡ,ˈd̪ˠʊnˠə,,ˈt̪ɔnə,,tsudi,,,,ˈsláp,,ˈmalo,kaˈkos,ˈpɑhɑ,,,,pʼätʼi,,bɛa
tail,,ˈxvɔst,hækʼwɛd,ˈɔ.ɡɔn,ˈkau̯.da,ða.nab,dum,ʋa:lə,ˈhæntæ,dæm,pũːt͡ʃʰ,teɪl,,ˈhaːlɪ,,,,,ʋa:lə,bi:la,ˈku.ə,haːlə,ʔɗuəj˧˧,,ba:lu,eko(r),k͈o̞ɾi,kʰola,,ɕip̚po̞,,,tokoɾ,,ʃvant͡s,staːrt,,ɡujˈruɣ,vālamu,,ˈkʷadə,ˈʁa.bu,kindiɾ,kn̥duy,,ˈhɑnt,,,ˈsɑbɑ,ˈfɒrok,,pɔt͡ʃʰ,,,,ˈhænd,ʋa:lə,ˈraβo̝,qʊ̞j.ˈrʊ̞q,svans,pa:lə,kʼudɛli,,ba:lə,toka:ɾ,to:ka,,haːŋ˩˩˦,,ʔəmí,tōka,astɛ,ˈkoda,ˈhæntæ,liʈʈik,,,xvost,xvost,ˈɔpaʃka,ɔtsas,,kø,ˈt̪ɑbɑːr,ˈkənfɔn,ˈɾˠɨbˠəl̪ˠ,,,ba:lə,kʼudi,kujɾuc,ˈmt͡ʃí.ɽa,úm̩sîːla,ˈrɛ́p,ba:la,ˈkola,,ˈæntæ,,,po:ɾsam,kʼudɛli,oli,nɛz
smooth,,,mərkʼənɛ,ˈɡwat.kʲi,ˈɡla.ber,naː.ʕim,,,ˈtɑzɑine,,t͡ʃɪk.nɑː,smuːð,,ˈstljɛhtʏr,,,,,,,,,faŋ˧˩,,,,me̞k͈ɯɾʌ̹p̚t͈a̠,,,,,,,,ɡlat,ɣlɑt,ɡlaːt,,,,ˈne.ted,ˈli.zu,,,,ˈsːilːe,,,ˈsile,ˈʃimɒ,,hɑɾtʰ,,,,ˈtɑzo,,,,,,värkʼälä,,,,,,ria̯p̚˥˩,,t͡ɕʰɔ́,,,ˈliʃʃo,ˈtɑsɑinen,,,,ˈɣɫatkʲi,ˈɡlatkʲɪj,,ˈɦlatkiː,,lis,ˈt̪ɑzzi,,kiːnʲ,,miːn,,pʼriälä,,,,,,ˈliso,,ˈlɑkːɑ,,,,pʰrändɛri,,
float,,,,,ˈflu.i.toː,,,,ˈkeiluo,,,fləʊt,,,,,,,,,floˈta,,noj˧˩,,,,,,,,,,,,ˈtʀaɪ̯bm̩,ˈdrɛi̯və(n),,,,,,,,,,ˈhɤlʲomɑ,,,ˈhɤljumɑ,ˈlɛbɛɡ,,,,,,ˈujudɑ,,,,flyːta,,pʰäpʰäpʰi,,,,,,,,mjɔ́,,,ɡalledˈdʒare,ˈkelːuɑ,,,,,ˈplavətʲ,,ˈplavat,,flɔ.te,ˈpluːokst̪ɨ,,,,,,tʼivtʼivi,,,,,,,,ˈuʝuɑ,,,,mɔmkʰu,,
squeeze,,,litʰlɛ,ˈɕt͡ɕi.skat͡ɕ,ˈkom.pri.moː,,,,ˈlitʃɑtɑ,,,skwiːz,,,,,,,,,əsˈpɾe.mə,,ʔɗɛ˨˩,,,,t͡ɕ͈a̠da̠,,,,,,,,ˈdʁʏkŋ̩,ˈklɛmə(n),,,,,,,,kiap,,ˈpːitːsːitːæmæ,,,ˈpigistɑmɑ,ˈɲom,,sɛʁˈmɛl,,,,ˈɑhtiʃtɑdɑ,,espɾeˈmeɾ,,,,mɔntʃʼirä,,,,,,biːp̚˨˩,,ɲ̊ɪʔ,,,,ˈpuristɑː,,,,,ʐːɨˈmatʲ,,,,pʁɛ.se,ˈpiːkst̪ɨ,,,,,,mɔtʃʼɛrä,,,,,,ekspɾiˈmiɾ,,ˈlutisɑː,,,,ɔzdimu,,
tongue,*lt͡ɕe,ˈja.zik,nin,ˈjɛ̃.zɨk,ˈlin.ɡʷa,li.saːn,zæˈbɔːn,na:kə,ˈkieli,zæˈbɒ(ː)n,dʒiːbʱ,tʌŋ,lin˦˨,ˈtʰuŋka,jɐˈzɪk,ˈʒəbə,d͡ʑiɦ.ʋɑ́ː,,na:kkə,na:la:ji,ˈʎəŋ.ɡwə,tɔnɡə,lɨəj˦ˀ˥,,na:ʋu,lidah,çjʌ̹,takkha,,ɕi̥ta̠,,ˈtʃɛnʲə,ʋendʒeɾ,,ˈtsʊŋə,tɔŋ,t͡soŋ,dil,na:luka,ˈzɯmɑːn,ˈlimbə,ˈlĩ.ɡwɐ,na:ng,ʾṇ̥ṭāt,ɛˈzik,ˈkːiːl,ˈdi.laʔ,ˈtɛwt,ˈkeːl,ˈɲɛlv,ˈleŋɡo,lɛˈzu,ˈɲuo̯vtt͡ʃa,,ʋenɖa:ɾu,ˈkelʲ,na:lgə,,tɪ̞l,ˈtɵŋˌa,na:lange,ninä,dʒiːbʱ,na:ʋu,na:like,na:lka,xiɮ,lin˦˥,,ʃà,nevãḍ,mɛ̀ːlɛ,ˈliŋ.ɡwa,ˈkieli,duʋi:,ˈtʰʊŋka,,jaˈzɨk,(j)ɪˈzɨk,ˈjazik,ˈjazɪk,laˈʃɔn,lɑ̃ɡ,ˈke̞ːʎ,ˈtavɔd,ˈtʲaŋə,ˈɟʑuhə,tʰʲɛŋɡə,nelgi,ɛnä,ˈdil,ɽiˈɽí.me,ûːlîːmi,ˈjɛ̀ːzik,na:lige,ˈlenɡwa,ˈɣlosa,ˈtʃeːli,tsʊŋ(ɡ),,no:f,nɛnä,taɖta,zi.bʱa
root,*rt͡sa.ba,ˈkɔrɛɲ,tsʼusχund,ˈkɔ.ʐɛɲ,ˈraː.diːks,d͡ʒa.ða.ra,reʃæ,ʋe:ɾə,ˈjuːri,ɾeːʃæ,d͡ʒəɽ,ɹuːt,,rouːt,ˈkɔrʲinʲ,,,,ʋe:ɾə,be:ɾu,əˈrɛl,roːd,ze˦ˀ˥,,be:ɾə,aka(r),p͈uɾi,pa:da,ʃɐkʲˈn̪ʲɪs̪,ne̞,,,hi:ɾ,ruːt,ˈvʊʁt͡sl̩,ˈʋɔr.təl,ˈvuə̯t͡səl,kœk,ʋe:ɾu,ˈɾɛh,,ʁa.ˈis,kuɾe,ṛs,ˈkɔrɛn,ˈjuːr,,,ˈjuːr,ˈɟøkeːr,rraˈis,ɑɾˈmɑt,ˈruo̯htas,,ʋeɾ,ˈjurʲ,bʰulo:gam,raˈiθ,tɑˈmɯ̞r,,pe:ɾə,dʒindʒi,d͡ʒəɽ,be:ɾə,ʋe:ɾ,ʋe:ɾkam,untəs,raːk̚˥˩,hâːk,ʔəmjɪʔ,vār,,raˈditʃe,ˈjuːri,ɾo:tɛ,ɹɔuːt,,ˈkoranʲ,ˈkorʲɪnʲ,,ˈkor̝ɛn,ˈʃoʁɛʃ,ʁa.sin,ˈjuːrʲ,ɡwrai̯ð,fʲɾʲeːvˠ,rəːɲ,,bja:ɾə,pʰɛsvi,,ˈmu.zu,ímpâːnde,kɔrɛˈnìːna,be:ɾu,raˈiθ,,ˈʝuːri,,,ʋeɾ,dʒidʒi,banda:,xia
meat,*ɕa,ˈmæso,lɛʁw,ˈmʲɛ̃.sɔ,ˈka.roː,laħm,ɡɵːʃt,iɾatʃi,ˈlihɑ,ɡoːʃt,ɡoːʃt̪,miːt,no˧,kʰjœːt,ˈmjɑsɔ,ɣwaˈ.ʂa,mɑ̃ː.s̪ɐ́,,iṟaicci,ma:sa,ˈkaɾn,,tʰit̚˧˨ʔ,fləis,iɾatʃi,daɡeŋ,ko̞ɡi,ahɖa:,,ɕiɕi,,feːlʲ,haʋʋi,çøːt,flaɪ̯ʃ,vleːs,fleːʃ,,ma:msamu,,ˈkarne,ˈkaɻ.ne,tukud,sāc´,mɛˈsɔ,ˈlihɑ,,,ˈlihɑ,ˈhuːʃ,,mis,ˈpie̯rːkuː,,,ˈlihɑ,podu,,it,ɕœtː,pa:ɖə,χɔrtsi,,eɾatʃi,angi:,muɾija,max,nɯa̯˦˥,,ʔəθá,tūk,ɡaʎa,ˈkar.ne,ˈlihɑ,su:,t͡ʃʰøːʰt,maŋʃo,ˈmʲasa,ˈmʲasə,,ˈmaso,bɔˈsɔr,vjɑ̃d,ˈle̞jɑː,kiːɡ,fʲoːlʲ,miʃ,,əɾsi,χɔrtsi,ɛt,ˈɲa.ma,íɲaːma,mɛˈsóː,bāḍu,ˈkarne,ˈkre̞as,ˈlihɑ,flɛɪʃ,flai̯s,pi:t,χɔrtsi,ma:kɖu,maŋxɔ
lake,*mt͡sʰo,ˈjazɛrɔ,tʼɔb,jɛˈʑɔ.rɔ,ˈla.kus,bu.ħaj.ra,kɵl,,ˈjærvi,dæɾjɒːˈtʃʰe,d͡ʒʱiːl,leɪk,hu˧˩,vaʰtn,ˈɔzerɔ,,,,,,ˈʎak,søː,ho˨˩,,,taseʔ,ɸʷo̞sʰu,,ˈæːʒʲɛɾɐs,mʲizɨᵝɯ̟ᵝmʲi,køl,laːx,,,zeː,meːr,zɜɪ,ɡœl,,,,ˈla.ɣu,,pẏṅ,ˈɛzɛro,ˈjærv,,,ˈjærʋ,ˈtoː,,lit͡ʃ,ˈjaːvːriː,aˁːˈdiːr,,ˈjærvʲ,,ˈlaɣo̝,kʏl,ɧøː,,tʼɔbä,,,,,nʊːr,saːp̚˨˩,nɔːŋ˩˨,kàɴ,,æzæɾs,ˈlaɡo,ˈjærʋi,,vaʰtn,,ˈvozʲera,ˈozʲɪrə,,ˈjɛzɛro,,lak,ˈjoːrɑ,ɬɨ̞n,l̪ˠɔx,liˈcɛn,,,tʼbä,ɟœl,ˈɲa.ⁿd͡ʒá,íːǀʰiːɓí,ˈjéːzɛrɔ,,ˈla.ɡo,,ˈʝɑrvi,,,,tʼɔbä,,bil
