word,nv,ku,mg,tn,ca,kfe,lo,bfq,bg,mk,an,si,hu,ta,nn,sv,kfa,tt,kk,rm,gon,mh,es,sa,gd,ne,id,ky,cs,ks,ae,om,pt,ar,av,kxv,el,kff,ko,kw,ps,my,kl,br,gdb,sc,fi,af,se,am,qu,gn,eu,th,wo,gl,ab,gv,kfb,bn,ga,yi,is,fo,co,as,ro,mi,sl,ay,wa,dz,ii,pci,ha,oc,tr,az,ch,brh,nb,os,hi,pl,ru,ht,pa,ba,ug,sd,aa,tk,mjt,vi,xub,it,tg,rw,kn,mt,tcy,ty,xmf,hy,la,et,bm,te,jv,ml,lv,zu,st,de,sq,lt,lb,gu,ee,ki,fr,za,ja,ka,da,fa,mn,sk,he,nl,mr,ny,xh,cy,yea,sva,km,tl,kru,ur,iu,ce,sw,cv,tcx,fy,uk,uz,lzz,bo,ms,li,be
four,tĩ́ːʔ,,,,ˈkwa.tɾə,,siː˧˧,,,,,,ˈneːɟ,,,ˈfyːˌra,,,,,,jɜmʲanʲ,ˈkwatɾo,t͡ɕɐ́.t̪uɽ,,,əm.pat,,ˈt͡ʃtɪr̝ɪ,,,,ˈkwa.tɾu,ʔar.ba.ʕa,,,ˈte̞se̞ˌra,,ne̞ːt̚,,t͡sa.lor,lé,,,,,ˈneljæ,,ˈɲe̯aʎːʎe,,,,,siː˨˩,,,pʰʃpa,kʲeːə(r),,,ˈcahəɾʲ,fiʀ,ˈfjouːrir,ˈfʊiːɹa,,sa.ɹi,ˈpa.tru,,ˈʃtìːrjɛ,,,,lz̩˧,,,ˈkatre,dœɾt,dœɾd,,,,,,ˈt͡ʂtɛ.rɨ,t͡ɕɪˈtɨrʲe,,,dʏrt,tøt,,,,,ʔɓon˧˦,,ˈkwat.tro,,,,,,,ɔtʰχi,t͡ʃʰɔɾs,ˈkʷat.tu.or,,,,,,tsætri,,,fiːɐ̯,ˈkatəɾ,kʲɛt̪ʊˈrʲɪ,ˈfɜɪ̯ɐ,,,,katʁ,θei˧˥,jo̞,ɔtʰχi,fiːrə,tʃæˈhɒːɾ,torəw,ˈʃtiri,,vir,,,,ˈpɛdwar,,wɔʃtʰχw,puan,ˈa.pat,,,,,,,,,t͡ʃoˈtɪrɪ̞,,ɔtʰχɔ,*bʑi,əmpat,,t͡ʂaˈtɨrɨ
come,,ˈhɑːtɯn,,,vəˈni,bʰulo:gam,maː˦˥,pappa,,,,,ˈjøn,ʋa:,,ˈkɔmːa,ba:,,,,ʋa,,beˈniɾ,,hikʲ,,da.taŋ,,ˈpr̝̊ɪxaːzɛt,,,,ˈviɾ,d͡ʒaː.ʔa,,,ˈeɾxome,ʋa,o̞da̠,,rɑˈt̪ləl,là,,,ʋa,,ˈtulːɑˣ,kɔm,,,,,eˈto.ri,maː˧,,,,,ʋa,,t̪ˠaɾˠ,ˈkʊmən,ˈkʰɔːma,,,aʱ,veˈni,,ˈprìːti,,,,,ver,,,ɡælˈméc,,,banning,,,ɑːn̪ɑː,pʂɨˈxɔ.d͡ʑit͡ɕ,prʲɪxɐˈdʲitʲ,,,,,,,,baɾəa:,laːj˧˨ʔ,ba:ɾ,veˈnire,ɔːmædæn,,baru,,baɾaɾa,,mɔulä,ɡɑl,ˈwe.ni.oː,,,ʋatʃtʃu,,ʋaɾuga,nāːkt,za,,ˈkɔmən,,ɐˈtʲɛjːtʲɪ,,,,,və.niʁ,tau˥,kɯ̟ᵝɾɯ̟ᵝ,mɔsvlä,kɔmə,ɒːmæˈd̪æn,irəx,,,ˈkoːmə(n),,,,doːd,ba:,liqʰɛd,mk,pu.mun.ˈta,baɾna,an̪a,,,,,pa:ɾti,,,,mɔlvä,*joŋ,dataŋ,,
heavy,,,,,,,,,ˈtɛʒək,ˈtɛʒɔk,,,ˈnɛɦeːz,,tʊŋː,tɵŋ,,,,,,,peˈsado,,,,,,ˈcɛʃkiː,,,,pɨ.ˈza.ðu,θa.qiːl,,,,,muɡʌ̹p̚t͈a̠,,d̪ruŋd̪,lé,,,,,,,,,,,,nak̚˨˩,,,,,,,t̪ˠɾˠuːmˠ,,ˈθuŋkʏr,,,ɡɔ.dʱuɹ,ɡrew,,ˈtɛ̀ːʒək,,,,,,,,ɑˈɰɯ́ɾ̝̊,,,,,,bʱɑː.ɾɑː,ˈt͡ɕɛŋ.ʂkʲi,tʲɪˈʐolɨj,,,ɑˈwɯ̞r,,,,aɡɯr,,naŋ˧˨ʔ,,peˈsante,,,,,,,mɔnkʼä,ˈtsɑnəɾ,ˈɡra.wis,,,,,,smaks,,,ʃveːɐ̯,,sʊŋˈkʊs,ʃwɜɪ̯ɐ,,,,luʁ,nak˥,o̞mo̞i,mdzimɛ,tɔnɡ,sæŋˈɡʲiːn,xunt,ˈcaʃ.kiː,,zʋaːr,,,,trʊm,,gwæmi,d̥ʰṅn´,,,,,,,,,swiər,ʋɐˈʒkɪi̯,,mɔnkʼä,,bərat,,ˈt͡sʲaʂkʲi
right,,,,,ˈdɾət,,,,,,,,ˈjoɡ,,rɛtː,,,,,,,,deˈɾet͡ʃo,,,,haʔ,,ˈpraːvo,,,,d͡ʒiˈɾejtu,ħaq.qa,,,ðiˈceoma,,kwʌ̹ɭʎi,,,ʔəkʰwɪ̰ɴ,,,,,,,,,,,,sit̚˨˩.tʰiʔ˦˥,,,,,,,,,ˈrjɛhtɪntɪ,,,,drept,,praˈʋìːtsa,,,,,,,,hɑk,hyˈɡuɡ,,,ɾɛt,,ə.d̪ʱɪ.kɑːɾ,ˈpra.vɔ,ˈpravə,,,χʊ̞.ˈquq,,,,,,kwiən˨˩ ləːj˧˨ʔ,,,,,,,,,märdzgväni,iɾɑˈvuŋkʰ,,ˈɤi̯ɡ̊us,,,,,,,,ʁɛçt,,,,,,,dʁwɑ,keːn˧˩ li˧˥,,märdʒvɛnä,rɛt,,irx,,,rɛxt,,,,hau̯l,,lɛrsgwɛn,,ka.ɾa.pa.ˈtan,,,,,,,,,,,mädzgväni,,,,ˈprava
thin,,,,,,,baːŋ˩˨,,ˈtɤnək,ˈtɛnɔk,,,ˈveːkoɲ,,,,,,,,,,ˈfino,,,,,,ˈtɛŋkiː,,,,ˈfi.nu,,,,,,ka̠nɯɭda̠,,,pá,,,,,ˈohut,,,,,,,baːŋ˧,,,,,,,keːl̪ˠ,,ˈθʏnːʏr,,,,slab,,,,,,,,,,inˈdʒɛ,,,,,,pət̪.lɑː,ˈt͡ɕɛn.kʲi,ˈtonkʲɪj,,,jʊ̞ˈqɑ,,,,,,mawŋ͡m˧˩,,sotˈtile,,,,,,,tʰχitʰχu,bɑˈɾɑk,supˈtiː.lis,,,,,,tiêws,,,dʏn,,,den,,,,mɛ̃s,,,tʰχɛli,,,,ˈcɛŋkɔ,,,,,,ˈtɛnaɨ̯,,dətʰχɛl,s̥ṭoeṅ,,,,,,,,,,,,tʰitʰχu,,,,ˈtonkʲi
new,,ˈnuː,,,ˈnɔw,pudijadə,mai˧˧,ostə,nɔf,,,,ˈuːj,pudusə,,ny,pudija,,,,puna,,ˈnwebo,n̪ɐ.ʋɐ,uːɾ,,,,ˈnoviː,,,,ˈno.vu,d͡ʒa.diːd,,puni,ˈne̞o̞s,kottad,sʰe̞ɾo̞p̚t͈a̠,,ˈnəwai,θɪʔ,,ˈne.ve,nia,,,,ˈoðas,,,,beri,maj˨˩,,ˈnɔ.βʊ,,,kota,nɔt̪un,n̪ˠuə,,niːr,nʊt͡ʃːʊɹ,,,now,,ˈnɔ́w,,,,,pun,,,,jeˈni,,pu:skun,,,nə.jɑː,ˈnɔ.vɨ,ˈnovɨj,,,jɑ.ˈŋɯ̞,,,,,pu:na,məːj˧˦,pəjjmən,ˈnwɔ.vo,,,hosadu,dʒdiːt,posatta,,äχäli,nɔɾ,ˈno.wus,,,kotta,,pudija,jaûns,,,nɔʏ̯,ɾi,,nɑɪ̯,,,,nu.vo,mo˧˥,arataɕiki,äχäli,nyː,,ʃin,ˈnɔviː,χaˈdaʃ,niu̯,,,,ˈnɛu̯ɨ̞ð,pudijai,mäχɛ,t̥ʰmī,,pu:na,n̪əjaː,,,,,pudu:n,nɛi̯,,,äʁäni,*ksar.pa,baru,,
sing,,,,,kənˈta,,,,ˈpɛjə,,,,ˈeːnɛkɛl,,²sʏŋːjɑ,,,,,tʃanˈtar,,,kanˈtaɾ,,,,,,ˈspiːvat,,,,kɐ̃ˈtaɾ,,,,,,no̞ɾe̞ɦa̠da̠,,,θət͡ɕʰɪ́ɴ,,,,,,səŋ,ˈlaːvːluːh(t),,,,,kʰap̚˨˩.rɔːŋ˦˥,,,,,,,kanˠ,ˈzɪn.ɡn̩,ˈsiɲca,,,ɡʊa,kɨnˈta,,ˈpɛ̀ːti,,,,,,,,,oχumaχ,,,,,ˈɡɑː.nɑː,ˈɕpʲɛ.vat͡ɕ,pʲetʲ,,,,,,,,,haːt̚˧˦,,kanˈtaːre,,,,ˈkɐntɐ,,,birä,jɛɾˈkʰɛl,ˈka.noː,,,,,,dziɛ̂dâːt,,,ˈzɪŋən,kənˈdɔj,dɐjˈnuɔtʲɪ,ˈzɑŋən,,,,ʃɑ̃.te,,ɯ̟ᵝta̠ɯ̟ᵝ,mʁɛrä,sønɡə,sʊɾuːˈd̪æn,,,,ˈzɪ.ŋə(n),,,,ˈkanɨ̞,,liʁräl,c̥riaṅ,,,ɡaˈna,,,,,,,sʲpʲiˈu̯ɑte,,ɔbiru,,,,
breast,,,,,ˈpit,me:l,tuː˥˦,ma:ɾə,ɡərˈda,ˈɡrada,,,ˈmɛlː,ma:ɾbə,,,mele,,,,dudo,,ˈpet͡ʃo,,kʰʲiəx,,,,pr̩s,,,,ˈsɐj.u,,,sipadaki,ˈstiθos,eddam,juba̠ŋ,,,no̰,,,palgil,,ˈrin̪t̪ɑ,bɔ(ː)rs,ˈt͡ʃidːd͡ʒiː,,,,,taː˥˩.nom˧,,,,,sa:tti,,,,prjoust,brœst,,,pjept,,,,,,,edram,,,,,,xad,,,,pʲɛrɕ,ɡrutʲ,,,im.ˈsæk,,,,,daibuku,vu˧˦,kujndigi,ˈse.no,,,ede,,tigala,,kʼidiri,kuɾt͡skʰ,ˈmam.ma,,,gunde,,māṟu,,îːɓéːle,,bʁʊst,,,,,no,,sɛ̃,,mɯ̟ᵝna̠,mkʼɛrdi,brøst,pʰesˈt̪ʰɒːn,,ˈpr̩sɲiːk,ʃad,bɔrst,,ˈɓé.ɽe,íɓéːle,brɔn,mele,mutʃʼwɛd,ṭoḥ,,jeʋakʰ,pɪst̪an,,,,,nidʒikuɖi,,,,gjɔnkʰsi,,,,
head,,,,,ˈkap,manɖə,hua˩˨,manɖe,ɡləˈva,,,,ˈfɛj,talə,,ˈhʉːˌvɵd,maɳɖe,,,,talla,,kaˈbeθa,,,,kə.pa.la,,ˈɦlava,,,,kɐ.ˈβe.sɐ,ra.ʔa.sa,,tɾajun,ce̞ˈfali,talaka:j,mʌ̹ɾi,pɛnː,,ɡáʊɴ,,pɛ̃n,ta:l,,pæː,,ˈoɑ̯jːviː,ras̪,,,bu.ɾu,hua̯˩˩˦,,ˈtɛsta̝,aχˁə́,caun,tal,mat̪ʰa,caun̪ˠ,,hœːvʏθ,hœtː,ˈkabu,muɹ,kap,,ˈɡlàːʋa,,,,,tel,,kap,ˈbɑʃ,bɑʃ,,ka:ʈum,,,sɪɾ,ˈɡwɔ.va,ɡəlɐˈva,,,ˈbɑʂ,,,,baʃ,kukudu,ʔɗəw˨˩,maɳɖi,ˈtɛs.ta,sær,umutwê,tale,ˈrɐːs,manɖa,,dudi,ɡəˈluχ,ˈka.put,,,tala,,tala,ɡâlva,îːkʰâːnda,,kɔpf,kɔkə,,,,,keɔ̀ᵑɡɔ̌,tɛt,kʲau˥,a̠ta̠ma̠,tʰävi,hoːvəd,sæɾ,tʰɔɮɢɔi,ɦɫava,ʁɔʃ,ɦoːft,,ˈmu.tú,íⁿtɬóːko,pɛn,tile,tʰχwim,k̥pāl,,kuk,,,kuə.rtə,,,maʈʈə,ˈholə,ɦɔlɔˈu̯ɑ,,dudi,*mɡo,kəpalə,,ɣaɫaˈva
walk,,,,,kə.miˈna,naɖʋu,ɲaːŋ˧˧,naɖəʋadə,ˈxɔdʲə,ˈɔdi,,,ˈjaːr,naɖə,,ɡoː,naɖa,,,,taka,,kamiˈnaɾ,,,,,,jiːt,,,,ɐ̃.ˈdaɾ,ma.ʃaː,,,,naɖam,ˈkɘːt̚t͈a̠,,,ʃaʊʔ,,,tukud,,ˈkæʋelːæˣ,lʊəp,,,,,,dɤːn˧,,,,,naɖus,,ʃuːlʲ,,ˈkauŋka,,,kʰʊz.kaʴɦa,ˈmer.d͡ʒe,,,,,,,tūk,,,,jeriˈmæk,,tʃeɾɾing,,,ʈɛːʱl.nɑː,iɕt͡ɕ,xɐˈdʲitʲ,,,,,,,,he:kpo,ʔɗi˧˧,naɖi,kammiˈnare,ɡæʃtæn,,naɖə,,naɖapaɾa,,gilulä,kʰɑjˈlɛl,ˈɡra.di.or,,,naɖutʃu,,naɖakkuga,iɛ̂t,,,ˈlaʊ̯fən,ˈɛtsi,ˈɛjːtʲɪ,ˈɡo.en,,,,maʁ.ʃe,,a̠ɾɯ̟ᵝkɯ̟ᵝ,siäruli,ɡɔː,,,ˈiːsc,,ˈloːpə(n),,,,ˈkɛrðɛd,naɖa,lizɛläl,ṭoer,,e:kʰna,,,,,,naɖaɾɾə,,,,gɔlvä,*ɡom.pa.rɡʲak,,,
there,,,,,əˈʎa,,nan˥˦,,,ˈtamu,,,ˈotː,,,dɛːr,,,,,,,aˈʎi,,,,,,tam,,,,ɐ.ˈi,hu.naː.ka,,,e̞ˈci,,kʌ̹ɡi,,ˈhalta,hòm̥à,,,,,ˈtuolːɑ,dɑːr,ˈtoppe,,,,,tʰiː˥˩.nan˥˩,,,,,,,ənʲˈʃɪnʲ,,ˈθartna,,,tat,aˈko.lo,,ˈtám,,,,,,,,,,,,,,,tam,tam,,,unˈdɑ,,,,,,,,,,,,ɛːmː,,,tʰɛkʰ,ɑjnˈtɛʁ,ˈi.bi,,,,,,tùɾ,,,dɔrt,,,do,,,,la,,,ikʰ,dar,ɒːnˈdʒɒː,,ˈtam,,daːr,,,,ˈəna,,ɛtʃɛtʃu,,,,,,,,,,,ˈtɑm,,ɛkʰ,,,,
moon,,,,,ˈʎu.nə,nelavə,,tinguʋa,luˈna,,,,ˈhold,cantiraṉ,,ˈmoːˌnɛ,tʃendɾa,,,,dʒango,,ˈluna,t͡ɕɐn̪.d̪ɽɐ́,,,bu.lan,,ˈmjɛsiːt͡s,,,,ˈlu.ɐ,,,lendʒu,,sanɖama:ma,ta̠ɭ,,spoʐˈməi,la̰,,,neling,,,,ˈmaːnnuː,,,,,t͡ɕan˧,,ˈluɐ,,eːs,nela,,ɟəˈl̪ˠɑx,,tʰuŋl,ˈmɔanɪ,,zʊn,ˈlunə,,ˈlùːna,,,,ɬɯ˨˩,neliñ,,ˈlyno,aj,,,ʈu:be,,,t͡ʃɑːnd̪,ˈkɕɛŋ.ʐɨt͡s,lʊˈna,,,ɑj,,,,aːj,bilpdu,,pəɾi,ˈlu.na,,,candra,ˈʔaːmɐr,tʃendɾe,,tʰutʰä,luˈsin,ˈluː.na,,,tʃendɾuɖu,,tʃendɾan,,íɲaːnɡá,,moːnt,hənə,mʲeːˈnʊlʲɪs,,,,,lyn,ɣoːŋ˧ ɗɯːn˨˦,ta̠iĩɴ,mtʰvärɛ,,,sar,ˈmɛsi̯at͡s,jaˈʁɛaχ,maːn,,ˈmʷe.zí,íɲaːᵑɡ̊ǎ̤,ˈɬeɨ̯ad,nilatʃi,dɔʃdul,lokkʰae,,tʃando,,,,,,nila,ˈmwanə,,,tʰutʰä,*zla.ba,bulan,,
small,,,,,pəˈtit,guntə,,kunnadə,ˈmalək,maɫ,,,ˈkit͡ʃi,ciṟiya,,ˈliːˌtɛn,tʃeɾijadə,,,,tʃinna,,peˈkeɲo,,pek,,kə.tʃil,,ˈmaliː,,,,pɪ.ˈke.nʊ,sˁa.ɣiːr,,,miˈkro̞s,tʃinnad,ˈt͡ɕa̠ːk̚t͈a̠,,waˈɺ̢ukai,θé,,,kande:k,,,,,,,,,lek̚˦˥,,peˈkeno̝,,,sinna,,bʲɔɡ,ˈkleɪn,smauːr,,,xɔ.ɹu,mik,,ˈmáːjxən,,,,,cin,,,cyˈtʃyc,kiˈt͡ʃik,,tʃunak,,,t͡ʃʰoː.ʈɑː,ˈma.wɨ,ˈmalʲɪnʲkʲɪj,,,bæ.læˈkæj,kiˈt͡ʃik,,,,ɾikʋa:di,ɲɔ˧˩,kiɾi,pikˈko.lo,,,tʃikkadu,zaˁjr,kiɲa,,tʃʼitʃʼɛ,ˈpʰɔkʰəɾ,ˈpar.wus,,,tʃinna,,tʃeɾija,,,,klaɪ̯n,ˈvɔɡəl,ˈmaːʒɐs,n,,suːɛ,,pə.ti,,tipisasi,pʼätʼärä,lilə,kʰuːtʃʰækʲ,,ˈmaliː,,klɛi̯n,,,,baːχ,tʃeɾija,χɔχrä,tūc,,sanni,t͡ʃʰoː.ʈɑː,,,,,ke:ɾu:ɖə,,mɐˈlɛnʲkei̯,,tʃʼutʼä,*t͡ɕʰuŋ.t͡ɕʰuŋ,,,maˈlʲenʲkʲi
belly,,,,,ˈbuk,naɖpe:ʈgu,,oʈʈe,koˈrɛm,mɛf,,,ˈhɒʃ,vayiṟu,,²mɑːɡɛ,poʈʈe,,,,pi:ɾ,,bäˈriɣä,,,,,,ˈbr̝ɪxo,,,,bɐ.ˈʁi.ɡɐ,ba.tˁa.na,,banɖi,,ɖokka,pe̞,,nas,baɪʔ,,ˈkofː,pudug,,ˈmɑhɑ,,,,,,,tʰɔːŋ˦˥,,banˈduʎo̝,,,ʈeʈʈe,,ˈbˠɔlˠəɡ,bɔɪχ,ˈmaːjɪ,,,pɛt,,ˈpʉːkʉː,ˈtrèːbux,,,,,poṭṭa,,,,,,peɖʰ,,,peːʈ,bʐux,ʐɨˈvot,,,,,,,,puɖa:,ʔɓʊwŋ͡m˧˨ʔ,poʈʈi,ˈpan.t͡ʃa,ʃikæm,,hoṭṭe,zɐʔ,bandʒi,,kʰɔrä,pʰɔɾ,abˈdoː.men,kˈɤht,,poʈʈa,,ʋajaɾə,,isíːsu,,baʊ̯x,,,,,,ⁿdàꜜ,vɑ̃tʁ,,wi,mutsɛli,,ʃeˈkʲæm,,ˈbruxɔ,,bœy̯k,,ˈmí.ᵐba,,,baiɾu,qʰæd,k̥rbḥ,,ku:l,,,,,,piɾ,,,,kʰɔrbä,,pərot,,
he,,,,,ˈeʎ,,kʰao˩˨,,t̪ɔj,tɔj,,,ˈøː,,,hanː,,,,,,,el,,ɛ,,dia,,on,,,,ˈe.li,hu.wa,,,aˈftos,,kɯ,,haɣə,θù,,,,,ˈhæn,,,ɨsːu,,,,kʰaw˩˩˦,,ˈel,,,,ˈʃe,ʃeː,,ˈhanː,,,xi,,,ˈɔ́n,,,kʰo˥,,,,,o,ɔ,,,,,ʋəʱ,ɔn,on,,,uɫ,u,,,,,ʔajŋ̟˧˧ ʔəj˧˦,,ˈlui,ɵ,,,uː,,,tʰinä,nɑ,is,,,,,,viɲʃ,jeːná,,ʔeːɐ̯,,jɪs,,,ˈɛjæ,,il,te˨˦,ka̠,is,han,ʔoː,,ɔn,(h)u,ɦɛi̯,,ˈi.jé,,eːv,,ɛdʒi,gāt´,niˈja,,,,,,,,hɛi̯,ˈʋʲin,,ɛjä,,diə,hɛː,jon
drink,,ˈvɛxwɑːɾɯn,,,ˈbəw.ɾə,unatukə,dɯːm˦˦,kuɖapə,ˈpijə,ˈpi.ɛ,,,ˈisik,kuɖi,,drɪkːa,kuɖipa,,,,un,,beˈβeɾ,pí.bɐ.t̪i,ɔːɫ̪,,,,piːt,,,,be.ˈbeɾ,ʃa.ri.ba,,,ˈpi.no,unnu,ma̠ɕʰida̠,,,θaʊʔ,,ˈe.vɑ̃,un,,ˈjuo̯dɑˣ,,ˈjuhkah(t),,,,,dɯːm˨˩,,,,,aniɾusa:t,,oːl̪ˠ,,ˈtrɛhka,ˈtɾɛʰkːa,,,be̯a,,ˈpiːti,,,,,un,,ˈbewre,it͡ʃˈmɛ́c,itʃmæc,,kuning,,,piːn̪ɑː,pʲit͡ɕ,pʲitʲ,,,,,,,,ho:na:,ʔuəŋ˧˦,kuɖi,ˈbe.re,nɵʃidæn,,kuḍi,ˈʃɔrɔp,paɾijaɾa,,ʃumä,χəˈmɛl,ˈbi.boː,,,ta:gu,,kuṭi,dzɛɾ̂t,,,ˈtʁɪŋkən,pi,ˈɡʲɛrʲ.tʲɪ,ˈdʀeŋken,,,,bwaʁ,,no̞mɯ̟ᵝ,smä,drekə,nuːʃiːˈdæn,,ˈpic,ʃaˈta,ˈdrɪŋkə(n),,,,ˈəvɛd,kuɖipə,litʰrɛ,pʰẏk,,onna,,,,,,uʈʈudi,ˈdrɪŋkə,,,ɔʃu,*ⁿtʰuŋ,minom,,
hit,,,,,kol.pəˈʒa,,,,,,,,ˈyt,,,,,,,,,,,,ˈbuɪl,,,,,,,,ɡow.pe.ˈaɾ,dˁa.ra.ba,,,,,t͡ɕʰida̠,,,jaɪʔ,,,,,,,,,,,,tiː˧,,,,,,,,,stlauː,,,,,,,,,,,,,,,,,,,,ˈmɑːɾ.nɑː,uˈdɛ.ʐat͡ɕ,ʊdɐˈrʲætʲ,,,,,,,,,ʔɗəp̚˧˨ʔ,,kolˈpire,,,,,,,mɛgämä,χəˈpʰɛl,,,,,,,,,,ˈʃlaːɡən,,,,,,,fʁa.pe,,ɯ̟ᵝt͡sɨᵝ,rtʼqʼmä,slɔː,zæˈd̪æn,,ˈudri̯ɛc,,ˈraːkə(n),,,,ˈtarɔ,,liqʼɛr,vāy,,,marna,,,,,,,,,gɛtʃämu,,,,
sit,,,,,ˈsɛw.ɾə,bʰulo:gam,naŋ˧˧,kuɭəʋə,sɛˈdʲɤ,,,,ˈyl,ukka:ɾə,,,aɭe,,,,udda,,senˈtaɾ,,,,,,ˈsɛɟɛt,,,,iʃ.ˈtaɾ,d͡ʒa.la.sa,,,ˈkaθome,kudda:,a̠nt͈a̠,,,tʰàɪɴ,,,undu,,ˈistuɑˣ,,,,,,,naŋ˥˩,,,,,udə,ˈbɔʃa,sˠɪɟ,,ˈsɪːtja,,,bɔɦ,,,ˈsɛdèːti,,,,,tūk,,,,oturˈmɑχ,,tu:ling,,,bɛʈʰnaː,ˈɕɛ.d͡ʑɛt͡ɕ,sʲɪˈdʲetʲ,,,,,,,,hokpo,ŋoj˨˩,ku:ɾsu,seˈdere,,,kuɭitiko,ʔaˁːt,kullaɾa,,dɔχunä,nəsˈtɛl,ˈse.de.oː,,,ku:ɾtʃo,,iɾikkuga,,,,ˈzɪtsn̩,ulɛm,sʲeːˈdʲeːtʲɪ,,,,,,,sɨᵝɰᵝa̠ɾɯ̟ᵝ,dʒdɔmä,seðə,neʃæsˈt̪ʰæn,sʊːx,,jaˈʃav,ˈzɪtə(n),,,,ˈei̯sdɛð,iɾaiku,lisgwrɛ,ʾṅ̥guy,ʔu.mu.ˈpoʔ,okʰna,,,,,,eɾakkaɾ,,seˈdʲite,,dɔχunu,,dudoʔ,,
we,,,,,noˈzal.tɾəs,amme,pʰuak˥˧ hau˦˥,nanga,ˈni.ɛ,niɛ,,,ˈmi,na:m,meː,viː,nanga,,,,mammoʈ,,noˈsotɾos,,ʃiɲ,,kami,,mɪ,,,,ˈnɔʃ,naħ.nu,,mambu,e̞ˈmis,mana:ɖu,uɾi,,muʐ,t͡ɕoʊʔto̰,,,a:m,,ˈme,,ˈmoɑ̯j,ɨɲːa,,,,raw˧,,,,,amdə,,mˠɪdʲ,,vɪð,,,ami,noj,,ˈmíː,,,,,ām,,nus,bɪz,,,,,,ɦəm,mɨ,mɨ,,,bɪ̞ð,,,,,na:mu,t͡ɕʊwŋ͡m˧˦ toj˧˧,naɳgə,ˈnoi,mɔː,,na:ʋu,,jankulu,,tʃkʰi,mɛŋkʰ,noːs,,,manamu,,na:m,mɛ̄ːs,tʰiːná,,viːɐ̯,nɛ,mʲæːs,,,,,nu,,ɰᵝa̠ta̠ɕi̥ta̠t͡ɕi,tʃvɛn,,mɒː,,ˈmi,(ʔ)aˈnaχnu,ʋɛi̯,,ˈi.fe,,niː,nanga,næ,yoeṅ,ˈnaːmɪn,na:m,ɦəm,,,,eˈbir,o:m,vɛi̯,ˈmɪ,,tʃkʰin,,kami,,
suck,,ˈmeːʒiːn,,,ʃuˈkla,,,,,ˈt͡sit͡sa,,,ˈsopik,,,,,,,,,,t͡ʃuˈpaɾ,,ˈtʲo.al,,,,,,,,,masˁ.sˁa,,,,,p͈a̠ɭda̠,,,soʊʔ,,,,,ˈimeæˣ,,,,,,,duːt̚˨˩,,t͡ʃuˈt͡ʃaɾ,,,,tʃoʃɑ,sˠuːɟ,,ˈsjuːa,,,,ˈsu.d͡ʒe,,,,,,,,,,ɛˈmːɛc,,,,,,,ssat͡ɕ,sɐˈsatʲ,,,,,,,,,ʔɓu˧˦,,,mækidæn,,,,,,tsʼuälä,t͡səˈt͡sɛl,ˈsuː.ɡoː,,,,,,sùːkt,,,ˈzaʊ̯ɡən,θiθ,ˈtʲʃʲʊlʲpʲtʲɪ,,,ˈɲɪ,,sy.se,,,tsʼɔvä,,mækʲiːˈdæn,xɵxəx,,,ˈzœy̯.ɣə(n),,,,,,litʃigw,jp´,,,,,,,,,,,,ɔtsʼu,,hisap,,smaktat͡sʲ
heart,,,,,ˈkɔr,nendʒu,tɕai˩˨,,sərˈt͡sɛ,ˈsr̩t͡sɛ,,,ˈsiːv,idajam,²jɑrtə,ˈjɛrˌta,hrudaja,,,,guɳɖe,,koɾaˈθon,ɦŕ̩.d̪ɐ.jɐ,,,d͡ʒan.tʊŋ,,ˈsr̩t͡sɛ,,,,ko.ɾa.ˈsɐ̃w̃,qalb,,,karˈðʝa,guɳɖeka:ja,,,zɻə,n̥əlóʊɴ,,ˈkalɔ̃n,dʒibe,,ˈsydæn,,ˈvaːjːpmuː,l̪əbb,,,,hua̯˩˩˦.t͡ɕaj˧,,,,kriː,gunɖe,,kɾˠiː,,ˈçar̥ta,ˈjaɹ̥ʈa,,dil,ˈinimə,,sərˈtséː,,,,,tūk,,kɔr,jyˈɾɛc,ɡælb,,ust,,,d̪ɪl,ˈsɛr.t͡sɛ,ˈsʲert͡sə,,d̪ɪl,jʏ̞.ˈræk,,,,,hugli:,tim˧˧,jaddi,ˈkwɔːre,dil,,hrudaya,ˈʔɐlp,mannə,,guri,siɾt,kor,,,hɾudajamu,,hɾudajam,sîɾts,ínɬizíːjo,,hɛʁts,ˈzɛməɾ,ʃʲɪrʲˈdʲɪs,,,,,kœʁ,θim˨˦,ɕĩnd͡zo̞ː,guli,jɛrtə,del,,sr̩tsɛ,,ɦɑrt,,mˈtí.ma,íⁿtɬízǐ̤ːjo,ˈkalɔn,nendʒi,gwi,peḥṭūṅ,,buka,,,,,,manasə,hɛt,ˈsɛrt͡se,,guri,*zȵiŋ,d͡ʒantoŋ,,ˈsert͡sa
