word,sl,km,be,ka,kfb,ku,th,cy,pl,af,tcx,tcy,mk,fo,kxv,ug,bn,tr,fr,vro,yi,lb,is,gon,ko,bo,pt,hu,he,brh,sq,zu,oc,en,sa,sk,tl,az,ga,nl,mn,kfa,xub,et,kn,my,liv,ny,lo,kru,es,gdb,ro,lt,fi,za,vot,sv,uk,ur,ta,vi,kfe,da,nn,bfq,la,hy,de,id,br,lzz,gv,mt,fa,krl,el,cs,sva,ms,te,yea,ca,hi,ar,ml,bg,kff,xmf,tg,ps,vep,ru,it,ja,fy,se,lv,gd,gl,mjt,pci,ba,as
we,ˈmíː,yoeṅ,,tʃvɛn,amdə,,raw˧,niː,mɨ,,o:m,jankulu,niɛ,,mambu,,,bɪz,nu,ˈmiːʔ,,,vɪð,mammoʈ,uɾi,,ˈnɔʃ,ˈmi,(ʔ)aˈnaχnu,,nɛ,tʰiːná,nus,wiː,,ˈmi,ˈnaːmɪn,,mˠɪdʲ,ʋɛi̯,,nanga,naɳgə,ˈmeie,na:ʋu,t͡ɕoʊʔto̰,ˈme̞ːg,ˈi.fe,pʰuak˥˧ hau˦˥,na:m,noˈsotɾos,a:m,noj,mʲæːs,ˈme,,ˈmyː,viː,ˈmɪ,ɦəm,na:m,t͡ɕʊwŋ͡m˧˦ toj˧˧,amme,,meː,nanga,noːs,mɛŋkʰ,viːɐ̯,kami,,tʃkʰin,,,mɒː,ˈmyø,e̞ˈmis,mɪ,næ,kami,manamu,nanga,noˈzal.tɾəs,ɦəm,naħ.nu,na:m,ˈni.ɛ,mana:ɖu,tʃkʰi,mɔː,muʐ,ˈmiː,mɨ,ˈnoi,ɰᵝa̠ta̠ɕi̥ta̠t͡ɕi,vɛi̯,ˈmoɑ̯j,mɛ̄ːs,ʃiɲ,,na:mu,ām,bɪ̞ð,ami
new,ˈnɔ́w,t̥ʰmī,,äχäli,kota,ˈnuː,maj˨˩,ˈnɛu̯ɨ̞ð,ˈnɔ.vɨ,,pudu:n,posatta,,nʊt͡ʃːʊɹ,puni,,nɔt̪un,,nu.vo,ˈvɑhtːsːɤnɤ,,nɑɪ̯,niːr,puna,sʰe̞ɾo̞p̚t͈a̠,*ksar.pa,ˈno.vu,ˈuːj,χaˈdaʃ,pu:skun,ɾi,,,njuː,n̪ɐ.ʋɐ,ˈnɔviː,,jeˈni,n̪ˠuə,niu̯,ʃin,pudija,pəjjmən,ˈuːs,hosadu,θɪʔ,ˈuːʒ,,mai˧˧,pu:na,ˈnwebo,nia,now,,ˈuːsi,mo˧˥,ˈuːsi,ny,,n̪əjaː,pudusə,məːj˧˦,pudijadə,nyː,,ostə,ˈno.wus,nɔɾ,nɔʏ̯,,ˈne.ve,äʁäni,,dʒdiːt,,ˈuːsi,ˈne̞o̞s,ˈnoviː,mäχɛ,baru,kotta,pudijai,ˈnɔw,nə.jɑː,d͡ʒa.diːd,pudija,nɔf,kottad,äχäli,,ˈnəwai,ˈuzʲ,ˈnovɨj,ˈnwɔ.vo,arataɕiki,nɛi̯,ˈoðas,jaûns,uːɾ,ˈnɔ.βʊ,pu:na,pun,jɑ.ˈŋɯ̞,
foot,stɔˈpàːlɔ,joeṅ,naˈɣa,tʼɛrpʰi,dʒeʈʈa,ˈpiː,tʰaːw˦˥,troːɨ̯d,ˈstɔ.pa,,ko:l,ka:lə,,ˈfɔuːtʊɹ,pa:dami,,,ɑˈjɑk,pje,ˈjɑlk,fʊs,fou̯s,,ka:l,pa̠ɭ,,ˈpɛ,ˈlaːb,ˈʁɛɡɛl,nat,kəm.bə,úːɲaːwo,pɛ,fʊt,pɐ́d̪,ˈnɔɦa,,ɑˈjɑχ,kɔsˠ,vut,,anga:l,ka:lə,ˈjɑlg,aḍi,t͡ɕʰè/,ˈlɑbɑː,ˈpʰa.zí,,kʰeɖ,pje,pa:dam,piˈt͡ʃjor,,ˈjɑlkɑ,tin˨˦,ˈʝɑlkɑ,fuːt,,,aɖi,ʔɓaːn˨˩ t͡ɕən˧˧,tapaɖ,foːd,fuːt,anga:lə,peːs,vɔtkʰ,fuːs,,,tʼäbu,,,pɒː,ˈjɑlkɑ,ˈpoði,ˈnoɦa,lägæäm,kaki,aɖugu,ka:lə,ˈpɛw,pɛːɾ,ra.d͡ʒi.la,aṭi,stəˈpalo,aɖugu,närtʃäkʼutʃχi,pɔːj,,ˈjoug,nɐˈɡa,ˈpjɛde,a̠ɕi,,,,kʰas,ˈpɛ,ɾaɖadu,tūk,,
meat,mɛˈsóː,sāc´,ˈmʲasa,χɔrtsi,muɾija,,nɯa̯˦˥,kiːɡ,ˈmʲɛ̃.sɔ,fləis,pi:t,ma:sa,,t͡ʃʰøːʰt,,,maŋʃo,ɛt,vjɑ̃d,ˈlihɑ,flɛɪʃ,fleːʃ,kʰjœːt,haʋʋi,ko̞ɡi,*ɕa,ˈkaɻ.ne,ˈhuːʃ,bɔˈsɔr,su:,miʃ,íɲaːma,,miːt,mɑ̃ː.s̪ɐ́,ˈmæso,,,fʲoːlʲ,vleːs,max,eɾatʃi,əɾsi,ˈlihɑ,bāḍu,ʔəθá,ˈle̞jɑː,ˈɲa.ma,,ahɖa:,ˈkarne,tukud,ˈkarne,,ˈlihɑ,no˧,ˈlihɑ,ɕœtː,ˈmjɑsɔ,,iṟaicci,tʰit̚˧˨ʔ,podu,,çøːt,pa:ɖə,ˈka.roː,mis,flaɪ̯ʃ,,,χɔrtsi,feːlʲ,,ɡoːʃt,ˈlihɑ,ˈkre̞as,ˈmaso,lɛʁw,daɡeŋ,ma:msamu,iɾatʃi,ˈkaɾn,ɡoːʃt̪,laħm,iɾatʃi,mɛˈsɔ,angi:,χɔrtsi,ɡɵːʃt,ɣwaˈ.ʂa,ˈlihɑ,ˈmʲasə,ˈkar.ne,ɕiɕi,flai̯s,ˈpie̯rːkuː,ɡaʎa,,,ma:kɖu,tūk,it,maŋxɔ
nose,ˈnóːs,c̥rmuḥ,,tsχviri,mu:kk,,t͡ɕa˨˩.muːk̚˨˩,truːɨ̯n,nɔs,nɪøs,mittu:p,mu:gu,,nøːs,mungeli,,,buˈɾun,ne,ˈnɤnɑ,,nuəs,nɛːv,mosoɾ,kʰo̞,*zna,nɐˈɾiʃ,ˈorː,ʔaf,ba:mus,,íːkʰaːla,,nəʊz,,,ʔi.ˈlɔŋ,buˈrun,sˠɾˠoːnˠ,nøːs,,mu:kkə,mu:kkə,ˈninɑ,mu:gə,n̥əkʰáʊɴ,ˈnɑnɑː,ˈᵐpʰu.no,daŋ˩˧,mu:ji,naˈɾiθ,mungan,,,ˈnenæ,,ˈnenæ,ˈnɛːsˌa,,,mu:kə,muj˦ˀ˥,mu:kə,ˈnɛːsə,,mu:kə,,kʰitʰ,ˈnaːzə,,ˈfriː,tʃχindi,st̪rudʲnʲ,,,ˈnenæ,ˈmiti,nos,nɛpʰχwnä,hidoŋ,mukku,mu:kkə,ˈnas,naːk,ʔanf,mu:kə,nɔs,mosso:ɾ,tʃχvindi,biˈniː,,ˈnenɑ,nos,ˈna.zo,,,,,s̪t̪ɾɔːn,naˈɾiθ,muso:,muvãḍ,tɑˈnɑw,nak
knee,kɔˈlèːnɔ,jṅ̥gṅ´,kaˈlʲena,muχli,muɖsu,,kʰaw˨˩,,kɔˈla.nɔ,,muʈʈi,meɳaka:ləganʈu,,knɛaː,mendaja,tiz,ˈɦaʈu,,ʒə.nu,ˈpːɤlv,knɪ,knɜɪ̯,n̥jɛː,tongɾa,muɾɯp̚,,ʒu.ˈe.ʎu,ˈteːrd,,go:ɖ,,íːdoːlo,(d)ʒeˈnul,niː,d͡ʑɑ́ː.n̪u,ˈkɔlɛnɔ,,,ɡl̪ˠuːnʲ,kni,owtəɡ,maɳɖi,mannga:lə,ˈpɤlʋ,muṇakālo,dú,ˈpuːolɑ,ˈɓó.ⁿdo,,muka,roˈdiʎa,ʋangul,dʒeˈnunkʲ,ˈkʲæ̌ːlʲɪs,ˈpolʋi,,ˈpɤlvi,,,,muḻaṅkāl,ʔɗəw˨˩ ɣoj˧˦,mo:ga:l,,,muʈʈi,ˈɡe.nuː,t͡suŋk,kniː,,ˈɡliːn,burgili,ɡlʲuːnʲ,,zɒːˈnuː,ˈpolvi,ˈɣɔnatɔ,ˈkolɛno,kʰutʰul,lutot,mo:ka:lu,mu:leka:lə,ʒəˈnoʎ,ɡʱʊʈ.nɑː,ruk.ba,muḻaṅkāl,koˈlʲano,mo:ka:l,birguli,zɔːnu,,ˈkomb,kɐˈlʲenə,dʒiˈnɔkkjo,çiza̠,,,tsɛlis,,ʃeˈonʎo̝,mu:ka,tūk,tuˈβɯ̞q,atʰu
give,ˈdati,o̥y,,mitsɛmä,si:ta:n,,haj˥˩,r̥ɔi̯,ˈda.vat͡ɕ,,ittʃadta,koɾo,,t͡ʃeːʋa,taa,,,veɾ.mec,dɔ.ne,ˈɑntmɑ,,,ˈcɛːva,hi,t͡ɕuda̠,,ˈdaɾ,ˈɒd,,tinning,,,,ɡɪv,,,,verˈmæk,ˈt̪ˠuːɾʲ,ˈɣeːvə(n),oɡəx,koɖi,koɖ,ˈɑndmɑ,koɖu,pé,ˈɑnd̪ɨ,ˈpa.t͡sa,mɔːp˥˦,tʃihna,ˈdaɾ,tʃi,da,ˈduɔtʲɪ,ˈɑntɑː,haɯ˥,ˈɑnːɑː,jeː,,d̪ena,kuɖə,t͡ɕɔ˧˧,tej,ɡiː,,koɖu,doː,tɑl,ˈɡeːbən,bəri,ˈrɛĩ,mɛtʃämu,,,d̪ɒːˈd̪æn,ˈɑntuɑ,,ˈdaːvat,lihwdi,bəri,itʃtʃu,koɖu,doˈna,d̪eː.nɑː,ʔaʕ.tˁaː,koɖukkuga,ˈdavəm,i:m,mɛtʃämä,dɔːdæn,,ˈɑntːɑ,dɐˈvatʲ,ˈda.re,*ataperu,jaːn,,duôt,,,tʃiba:h,cī,,
far,ˈdàːlɛtʃ,c̥ʰṅāy,daˈlʲokʲi,ʃɔri,,,klaj˧,pɛɬ,daˈlɛ.kʲi,,,,,,,,,uˈzac,lwɛ̃.tɛ̃,ˈkːɑvːɤn,,,,,,,ˈlõ.ʒɨ,ˈmɛsːɛ,ʁaˈχɔk,,,,,fɑː,,,,uˈzɑχ,ˈfˠɑd̪ˠə,vɛr,χɔɬ,,,ˈkɑugel,,wékwà,ˈkougɨn,,,,,,deˈpar.te,,ˈkɑukɑnɑ,,ˈkɑukɑlːɑ,,,,,saː˧˧,,,,,ˈpro.kul,hɛˈru,fɛʁn,,,mɛndrä,,,,ˈetæhænæ,makriˈa,ˈdalɛkiː,dʒwɛdiä,d͡ʒaoh,,,ʎuˈɲa,d̪uːɾ,ba.ʕiːd,,dəˈlɛtʃɛn,,ʃɔri,,ˈləre,ˈedɑhɑn,dɐˈlʲɵkʲɪj,lonˈtano,,,,tâːls,,,,,ɑˈɫɯ̞θ,
moon,ˈlùːna,lokkʰae,,mtʰvärɛ,nela,,t͡ɕan˧,ˈɬeɨ̯ad,ˈkɕɛŋ.ʐɨt͡s,,nila,tʃendɾe,,ˈmɔanɪ,lendʒu,,,aj,lyn,ˈkːuː,,,tʰuŋl,dʒango,ta̠ɭ,*zla.ba,ˈlu.ɐ,ˈhold,jaˈʁɛaχ,ʈu:be,hənə,íɲaːnɡá,ˈlyno,muːn,t͡ɕɐn̪.d̪ɽɐ́,ˈmɛsi̯at͡s,,,ɟəˈl̪ˠɑx,maːn,sar,tʃendɾa,pəɾi,ˈkuː,candra,la̰,ˈkuː,ˈmʷe.zí,,tʃando,ˈluna,neling,ˈlunə,mʲeːˈnʊlʲɪs,ˈkuː,ɣoːŋ˧ ɗɯːn˨˦,ˈkuː,ˈmoːˌnɛ,,,cantiraṉ,,nelavə,,,tinguʋa,ˈluː.na,luˈsin,moːnt,bu.lan,,tʰutʰä,eːs,ˈʔaːmɐr,,ˈkuː,,ˈmjɛsiːt͡s,dɔʃdul,bulan,tʃendɾuɖu,nilatʃi,ˈʎu.nə,t͡ʃɑːnd̪,,tʃendɾan,luˈna,sanɖama:ma,tʰutʰä,,spoʐˈməi,ˈku,lʊˈna,ˈlu.na,ta̠iĩɴ,ˈmwanə,ˈmaːnnuː,,,ˈluɐ,bilpdu,neliñ,ɑj,zʊn
fall,ˈpaːsti,d̥ʰlāk´,,dätsɛmä,,ˈkɛtɯn,tok̚˨˩,ˈsərθjɔ,ˈspa.dat͡ɕ,fal,,,,fatl,,,ˈpɔɽa,,tɔ̃.be,ˈsːɑtɑmɑ,,,ˈfatla,,nʌ̹mʌ̹d͡ʑida̠,,kɐˈiɾ,ˈɛʃik,,,ˈbiɛ,,,fɔːl,pɐ́.t̪ɐ.t̪i,,,dyʃˈmæk,tʲɪtʲ,ˈvɑlə(n),ʊnəx,,,ˈkukːumɑ,,t͡ɕa̰,ˈsɑd̪ːɨ,,,,kaˈeɾ,,kəˈde̯a,,ˈpudotɑ,,ˈlɑngɤtɑ,falːa,ˈpadatɪ,ɡɪrˈna,,ŋaː˦ˀ˥,,,,,ˈka.doː,əŋkˈnɛl,ˈfaln̩,,,gɛntʰχinu,,,oftʰɒːˈdæn,ˈkirvotɑ,,ˈpadat,liwɛχ,,,,ˈkaw.ɾə,ɡɪɾ.nɑː,wa.qa.ʕa,,ˈpad̪əm,,dɔntʰχäpʰä,,,ˈkirbotɑ,ˈpadətʲ,kaˈdere,ot͡su,,,,t̪uʰtʲ,,,,,pɔ.ɹa
night,noːtʃ,yp´,not͡ʂ,ʁämɛ,siɾbedin,ˈʃɛv,klaːŋ˧.kʰɯːn˧,noːs,nɔt͡s,naχ,ekka:ɖə,ɾa:tɾe,nɔc,nɔʰtː,la:n,,,ɟe̞ˈdʒɛ,nɥi,ˈɨː,,ˈnuə̯ɕt,nouʰt,naɾkaɖ,pa̠m,,ˈnoj.tɨ,ˈeːjsɒkɒ,ˈlaj.la,nam,ˈnaːt,úɓusûːɠu,ˈnɥɛtʃ,naɪt,ɽɑ́ːt̪.ɽi,ˈnɔt͡s,ɡɐˈbi,,ˈiːhə,nɑxt,,bajiʈə,ədlə,ˈøː,ɾa:tɾi,ɲa̰,ˈiːe̞,,,ma:ha,ˈnot͡ʃe,tukud,ˈno̯ap.te,nɐkˈtɪs,ˈyø,hɯn˧˩,ˈøː,natː,ˈnʲit͡ʃ,raːt̪,iɾa:ʋə,ʔɗem˧˧,e:lumaɾam,nad̥,nɑtː,iɾə,noks,ɡiˈʃɛɾ,naxt,ˈmalam,,sɛri,ɛi,lɛjl,ʃæb,ˈyø,ˈnixta,not͡s,lɛtʰ,,ɾa:tɾi,andi,ˈnit,ɾɑːt̪,laj.la,ɾa:tɾi,nɔʃt,mulipe,sɛri,,,ˈø,not͡ɕ,ˈnɔtːe,⟨yo1ru⟩,ˈnaxt,ˈiɟɟa,nakts,,ˈnojt̪ɪ,ɾa:ti,tūk,tʏ̞n,ɹati
white,ˈbéːw,s,ˈbʲeɫɨ,tʰɛtʰri,telluɖi,ˈspiː,kʰaːw˩˩˦,ɡwɨ̞n,ˈbʲa.wɨ,vət,pelti,boldu,,ˈkvʊiːjtʊɹ,pandi,ɑq,ʃad̪a,ɑk,blɑ̃,ˈvɑlkɤ,vajs,væːɪ̯s,ˈxʷiːtʏr,tellag,çida̠,*tkar.po,ˈbɾɐ̃.ku,ˈfɛɦeːr,,pi:un,baːɾð,m̩ɬôːpʰe,,waɪt,ɕʋɐj.t̪ɐ́,ˈbi̯ɛli,ˈpúˈtɪ,,bˠɑːn̪ˠ,ʋɪt,t͡sʰaɢaŋ,boltadə,bəɭɭu,ˈʋɑlge,biɭi,pʰjù,ˈvɑːld̪ɑ,,,paɳɖɾu,ˈblanko,tukud,alb,ˈbaːltɐs,ˈʋɑlkoinen,haːu˨˦,ˈvɑlkeɑ,,ˈbʲilei̯,,veɭɭə,t͡ɕaŋ˧˦,ʋellə,,kʋiːt,ʋeɭɭe,ˈal.bus,əspiˈtɑk,vaɪs,,,χtʃɛ,,ˈɐbjɐt,seˈfiːd̪,ˈvɑlgei,ˈaspro̞s,ˈbiːliː,tʰɛtʰnɛ,puteh,vella,boltaji,ˈblaŋk,səfed̪,ʔab.jadˁ,ʋeɭuppə,bʲal,telup,tʃɛ,,spin,ˈvɑuged,ˈbʲelɨj,ˈbjaŋko,⟨siro1si⟩,vit,ˈvie̯lːkah(t),bālts,kʲaɫ̪,ˈbɾaŋkʊ,sada:,vil,ɑq,bɔ.ɡa
rain,ˈdə́ʃ,b̥ʰliaṅ,doʂt͡ʂ,tsʼvimä,ʋa:na,,fon˩˩˦,ɡlau̯,dɛʂt͡ʂ,rɪə̯(n),meɖutti,baɾsa,dɔʃt,ɹɛkn,bela,,,jaːˈmúɾ̝̊,plɥi,ˈvihm,,ʀeːn,ˈrɪkniŋk,piɾ,pi,*t͡ɕʰar.pa,ˈʃu.vɐ,ˈɛʃøː,mɔːˈtˀɔːr,pɛɾ,ʃiː,ímvûːla,ˈplɥɛ(d)ʒo,ɹeɪn,,daːʃc,,jaɣˈɯʃ,ˈbˠɑːʃtʲəx,ˈreː.ɣə(n),,maɭe,maɭi,ˈʋihm,maɭe,mó,ˈviːm,ˈᶬvú.ɽa,,tʃe:p,ˈʎubja,tukud,ˈplʷaje,ljɛˈtʊs,ˈsɑde,fɯn˨˦,ˈsɑto,rɛŋn,dɔʃt͡ʃ,bɑrɪʃ,maɻai,mɨə˧˧,mai,ˈʁɑɪ̯ˀn,,me,ˈplu.wi.a,ɑnd͡zˈɾɛv,ˈʁeːɡən,,,mtʃʼimä,flʲaː,ˈʃɪtɐ,bɒːˈɾɒːn,ˈviːmɑ,vɾoˈçi,ˈdɛːʃc,utʃχɛ,hud͡ʒan,ʋarʂam,maɭe,ˈplu.ʒə,bɑː.ɾɪʃ,,maɻa,dɤʃt,ʋa:na,tʃʼvɛmä,bɔːˈrɔːn,bɑˈrɑn,ˈvihm,doʂtʲ,ˈpjɔddʒa,same,rai̯n,ˈarːviː,liɛ̂tus,ˈɯʃkʲə,ˈt͡ʃuβja̝,dʒaɖa:,vāni,jɑm.ˈʁɯ̞r,
star,ˈzʋèːzda,tārā,ˈzorka,värskʼvlävi,sukka,,daːw˧,ˈsɛrɛn,ˈɡvʲaz.da,,naʈtʃatiɾam,nakʂatɾe,ˈd͡zvɛzda,ˈʃœtna,huka,julˈtuz,,jɯɫˈdɯ́z,e.twal,ˈtːæhtː,ˈʃtɛʁən,ʃteːʀ,ˈstjartna,sukku,pjɘːɭ,,ɨʃˈtɾelɐ,ˈt͡ʃilːɒɡ,,isʈa:ɾ,yɫ,ímbaːsa,,stɑː(ɹ),,ˈɦvi̯ɛzda,,uɫdúz,ˈɾˠeːl̪ˠt̪ˠə,stɛr,,nakʂatɾa,mi:nu,ˈtæht,nakʂatɾ,t͡ɕɛ̀,ˈt̪e̞ːd̪j,ɲéˈɲe.zí,daːu˩˨,bi:nko,esˈtɾeʎa,puʈ,,ʒʋɐjɡʲʒʲˈdʲeː,ˈtæhti,ɗaːu˨˦ ɗei˧˥,ˈtæhti,²ɧæːɳa,,,mīṉ,saːw˧˧,nakʂaʈiɾam,stjɛrnə,²stjɛrnə,natʃtʃatɾa,,ˈɑstəʁ,ʃtɛʁn,,ste.ˈʁe.dɛ̃n,murutsχi,,,sitɒːɾæ,ˈtæhti,,ˈɦvjɛzda,ämtʼqʼwæsg,bintaŋ,nakʂatɾamu,natʃtʃatiɾa,əsˈtɾə.ʎə,,,nakʂatɾam,zvɛzˈda,ukka,murutsχi,,st̪oˈ.raɪ,ˈtæhtɑz,zvʲɪzˈda,ˈstel.la,posi,,ˈnaːsːtiː,zvàjɡznɛ,rˠeːɫ̪,es̺ˈtɾelɐ,bi:nka,cukka,jʊ̞nˈdʊ̞ð,
long,ˈdɔ́ːwk,vaeṅ,ˈdou̯ɣʲi,grdzɛli,poɖa:m,ˈdɯɾeːʒ,jaːw˧,hiːr,ˈdwu.ɡʲi,,neɾti,uda,,ˈlɛŋkʊɹ,,,,,lɔ̃,ˈpːikːkː,,laːŋ,ˈlaŋkʏr,la:m,ˈkiːɭda̠,,ˈlõ.ɡu,ˈhosːuː,,muɾgun,,,,ˈlɒŋ,,ˈdl̩ɦiː,,uˈzun,ˈfˠɑd̪ˠə,lɑŋ,,uddə,uddu,ˈpikː,udda,ʃè,ˈpit̪kɑː,,,diga:h,ˈlarɡo,tukud,luŋɡ,,ˈpitkæ,,ˈpitʃːæ,lɔŋ,ˈdɔu̯ɦei̯,,nīṇṭa,zaːj˨˩,ni:tam,lanɡ,,utta,ˈlon.ɡus,jɛɾˈkɑɾ,laŋ(k),,,gundzɛ,,twiːl,,ˈpitkæ,,ˈdlou̯ɦiː,dʒwɛdi,,poɖaʋu,ni:ʈa,ʎuˈɲa,,tˁa.wiːl,ni:nɖa,ˈdɤlək,poɖaʋuʈa:du,gindzɛ,,uʐd̪,ˈpitkʲ,ˈdlʲinːɨj,ˈlunɡo,na̠ɡa̠i,,,,fad̪̊ə,,digaɖo,tūk,ʊ̞.ˈðʊ̞n,
you,ˈtíː,lok,,tʰkʰvɛn,,tʊ,kʰun˧,tiː,tɨ,jəi,,,ti,tʰʉuː(w),,,ˈθʊiː,sen,ty,ˈtːiːʔ,,du,θu,,ta̠ŋɕʰin,,tu,ˈtɛ,(ʔ)aˈta,,ti,weːná,ty,juː,,ˈti,iˈkaw,sæn,t̪ˠuː,jɛi̯,,,,ˈteie,,nɪ̀ɴ,ˈt̪e̞ːg,ˈi.we,tɕao˥˦,,ˈtu,,tu,tʊ,ˈte,mɯŋ˧˩,ˈtyː,dʉː,ˈtɪ,aːp,,ʔɓaːn˧˨ʔ,,du,dʉː,,tuː,du,duː,,,tʰkʰvän,u,,to,ˈtyø,e̞ˈsi,tɪ,sgæ,kamu,,,ˈtu,t̪uː,ʔanta,,ti,,tʰkʰvä,t̪u,ˈtɑse,ˈtiː,tɨ,t̪u,kipau,doː,,tu,hu,,,,hin,
stand,,jʰr,,dgɔmä,ni:ma:n,,jɯːn˧,ˈsɛvɨ̞ɬ,stat͡ɕ,,mukkaɖuɾil,untaɾa,,,,,d̪aɽano,,ɛ.tʁə d(ə).bu,ˈsːɑisːmɑ,,ˈʃtoːən,ˈstanta,nil,sʰʌ̹da̠,,pɨɾ.mɐ.nɨ.ˈseɾ,ˈaːlː,(ʕ)amad,saling,ri,,,stænd,,ˈstaːc,,daˈjɑnmɑχ,ʃasˠ,staːn,t͡sɔɡsəx,nində,ə:ɭ,ˈseismɑ,nintiko,jaʔ,ˈpiːlɨ,,,idʒdʒna,,tukud,,,ˈseisoɑ,,ˈsɤizoɑ,,,,nil,ʔɗɨŋ˧˦,ninnatukə,,,nippə,stoː,kɑŋɡˈnɛl,ˈʃteː.ən,,,dɔdginu,,,iːstʰɒːˈdæn,ˈseisuo,ˈstekome,staːt,lignɛ,,niltʃonu,nindʒo,,,wa.qa.fa,nilkuga,,nilla,gɛrinä,,,ˈseiʃtɑ,stɐˈjætʲ,,ta̠t͡sɨᵝ,ˈsteən,,stāːvɛ̂ːt,,,hilpo,nilp,,tʰiɔ ɦʊa
blow,,pk´,,bɛrvä,,,pʰat̚˦˥,ˈχwəθɨ̞,ˈdmu.xat͡ɕ,,,,ˈduva,,,,,,su.fle,ˈpːuhkːmɑ,,,,,ˈpuːɭda̠,,suˈpɾaɾ,ˈfuːj,,,,,,bləʊ,,,,,ʃeːdʲ,ˈblaːzə(n),uɮex,,,ˈpuhumɑ,,m̥oʊʔ,ˈpuːgɨ,,,,,,,ˈpǔːsʲtʲɪ,ˈpuhɑltɑː,,ˈpuhuɑ,,,,,tʰoj˧˩,,blɛːsə,,,floː,pʰəˈt͡ʃʰɛl,ˈblaːzn̩,,,bäräpʰä,,,,ˈpuhɑlduɑ,,ˈvaːt,libɛlɛ,,,,buˈfa,,na.fa.xa,,,,bäruä,,,ˈpuhudɑ,dutʲ,sofˈfjare,ɸɯ̟ᵝkɯ̟ᵝ,,,,,,,,,
short,ˈkràːtək,k̥ʰlī,kaˈrotkʲi,mɔkʼlɛ,,,san˥˩,bɨ̞r,ˈkrut.kʲi,,,,ˈkratɔk,,,,,,kuʁ,ˈlyhykːene,,,ˈstʏhtʏr,,t͡ɕ͈a̠ɭt͈a̠,,ˈkuɾ.tu,ˈrøvid,,,,,,ʃɔːt,,ˈkraːtki,,ɡɯˈsɑ,ɟaːɾˠ,kɔrt,pɔɡʲən,,,ˈlyhike,,tò,ˈliːt̪ɨ,,,,ˈkorto,,skurt,,ˈlyhyt,,ˈlyhyd,kɔrt,kɔˈrɔtkei̯,t͡ʃʰoː.ʈɑː,,ŋan˧˦,,kɔrt,,,ˈkur.tus,kɑɾt͡ʃ,kʊʁt͡s,,,mkʼulɛ,,,kʰuːˈt̪ʰɒːh,ˈlyhyt,,ˈkraːtkiː,kʼudæ,,,,ˈkuɾt,kəm,qa.sˁiːr,,ˈkɤs,,kʼuntʼä,,,ˈlyhyd,kɐˈrotkʲɪj,ˈkorto,mʲiʑika̠i,,,îːs,ˈkɤɾʲɪtʲ,,,,qɯ̞θ.ˈqɑ,su.ti
ice,ˈléːt,dẏkkk,lʲot,qʼinuli,,,nam˦˥.kʰɛŋ˩˩˦,jaː,lut,ə̟i̯s,,,mras,ˈʊiːsʊɹ,,,bɔrɔf,ˈbuz,ɡlas,ˈijæ,,æi̯s,iːs,,ʌ̹ɾɯm,,ˈʒe.lu,ˈjeːɡ,,,,íːǃʰwa,,aɪs,,ˈʎat,ˈje.lo,,əiɾʲ,ɛi̯s,mos,,,ˈjæː,,jèɡɛ́,ˈje̞i,,,,ˈɟ͡ʝelo,,,,ˈjæː,,ˈʝæː,,,,,ʔɓaŋ˧˧,,iːs,iːs,,ˈɡla.ki.eːs,sɑˈrujt͡sʰ,aɪ̯s,,,buzi,,θ,jæx,ˈjæː,ˈpaɣos,lɛt,kʼwärɛm,aes,,,ˈʒɛl,,d͡ʒa.liːd,,lɛt,,ʔini,,,ˈjæ,lʲɵt,ˈɡjat.t͡ʃo,⟨ko2pori⟩,iːs,ˈjie̯tɲa,lædus,,ˈʃe.ʊ,,,bʊ̞ð,
flow,ˈtɛtʃi,hūr,,dinɛbä,,,laj˩˩˦,,ˈpwɨ.nɔɲt͡ɕ,flui,,,,,,,,,ku.le,ˈjuːsːkːmɑ,,ˈflei̯sen,ˈrɛnːa,,,,,ˈfojik,,,,,,fləʊ,,ˈci̯ɛt͡sc,,,,ˈvlujə(n),,,,ˈʋoːlɑmɑ,,sí,ˈjuːokʃɨ,,,,ˈflwiɾ,,,ˈbʲeːk.tʲɪ,ˈʋirːɑtɑ,,ˈʝohsɑ,,,,,t͡ɕaj˧˩,,,,,ˈflu.oː,hoˈsɛl,ˈfliːsn̩,,,ɔzimzilu,,,,ˈvirːɑtɑ,ˈre.o,tɛːt͡st,lizi,alo(r),,,fluˈi,,,,tɛˈkə,,ulä,,,ˈjokstɑ,tʲet͡ɕ,fluˈire,,,,,,,,,,bʊa
